Index,SongName,Artist,Genre,ID,Length,Explicit,PercentRating
468,A Natural Man,Lou Rawls,"['adult standards', 'classic soul', 'disco', 'lounge', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']",1UhY3dJlChFoC9dOkD4ZzO,221960,FALSE,30
469,A Natural Woman (You Make Me Feel Like),Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",5K09WxKdlkroDyEVyOSySy,166812,FALSE,70
470,A New Day Has Come,Celine Dion,"['canadian pop', 'dance pop']",5fkDD7aQLUmMy1EwzNm0ZB,259773,FALSE,58
471,A Night To Remember,Joe Diffie,"['country', 'country road', 'country rock', 'oklahoma country', 'redneck']",7r45fN7xpmDIOxKIyPb6qb,210693,FALSE,34
472,A Night To Remember,Shalamar,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",2xsXNMfcKLQxL5sQq4v7gH,299360,FALSE,47
473,A Part Of Me,Jimmy Clanton,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",1o1lP6jcQv7LdozV6K3l6s,171223,FALSE,1
474,A Part Of You,Brenda & The Tabulations,"['adult standards', 'brill building pop']",4M7TYUKxKVHD7xPDf6lzaY,208706,FALSE,2
475,A Passion Play (Edit #8),Jethro Tull,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",3vFl8RqdSGRjDFjp08WYkd,208213,FALSE,14
476,A Penny For Your Thoughts,Tavares,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm']",4JC90rQSqwMAhekHuu2hCj,270066,FALSE,41
477,A Perfect Love,Frankie Avalon,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",1OnzfZTZGZPjayArD35MFZ,141010,FALSE,12
478,A Place In The Sun,Pablo Cruise,"['country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",0pvQtJzaIcBJelSZo3PeDw,284200,FALSE,32
479,A Place In The Sun,Stevie Wonder,"['adult standards', 'motown', 'quiet storm', 'soul']",0tURbnatc9qCxlYpXuPK8I,172960,FALSE,51
480,A Prayer And A Juke Box,Little Anthony And The Imperials,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll']",13VnT52RksrtePXc8w9NAC,149400,FALSE,9
481,A Promise I Make,Dakota Moon,"[]",6dWbvrb0xygIlstvZxDhDJ,267280,FALSE,36
482,A Public Affair,Jessica Simpson,"['dance pop', 'post-teen pop']",1gFMesXcHHtIUhwzxYFOtz,201466,FALSE,43
483,A Quiet Place,Garnet Mimms & The Enchanters,"['rhythm and blues', 'southern soul']",0F4y2dXS9MxisNOO8DksUt,144306,FALSE,27
484,A Ray Of Hope,The Rascals,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",7osQgwNLoDtLFoZJ4Rwkqq,226213,FALSE,17
485,A Real Fine Place To Start,Sara Evans,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",6O2lo7245XfRbIfpL5yRLJ,238733,FALSE,39
486,A Real Mother For Ya,Johnny Guitar Watson,"['blues', 'funk']",27QTVCKEfq41PjPKQVa7vW,304533,FALSE,41
487,A Rock 'N' Roll Fantasy,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",05RqsEr4euppjIJ8bcvvrR,298746,FALSE,29
488,A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,"['adult standards', 'jazz', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",4ydSzWwxqtNdP4VPfQe8bf,148226,FALSE,47
489,A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,"['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",5czO1qonoydMKYqyEqWVL3,327160,FALSE,32
490,A Rose Is Still A Rose,Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",3pi27Gt4NetgWmEMFOCjBQ,266666,FALSE,47
491,A Satisfied Mind,Bobby Hebb,"['motown', 'northern soul']",5trFoWc3DxknotgAxtYkFl,163493,FALSE,21
492,A Shoulder To Cry On,Tommy Page,"[]",5YRjPuBxgb9GaOfEvYCzHo,202306,FALSE,44
493,A Sign Of The Times,Petula Clark,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll']",6EdGkH1mk7dKIgc3CKgo7F,177066,FALSE,27
494,A Simple Game,Four Tops,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",79OrkKwVCBIzzGAw6XyfUj,176973,FALSE,27
495,A Simple Man,Lobo,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",3iLJvy9U6HWJMy00Tvw3pK,176440,FALSE,27
496,A Sky Full Of Stars,Coldplay,"['permanent wave', 'pop']",0FDzzruyVECATHXKHFs9eJ,268466,FALSE,79
497,A Song For Mama,Boyz II Men,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",6FuJokk9FHx0E00SZ8ib8X,303373,FALSE,52
498,A Song For You,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",6elsVYsbdVvjOGL7aK4zqe,188066,FALSE,31
499,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']",53aAtPr0aC6xZzLYBULWwm,241560,FALSE,12
500,A Steel Guitar And A Glass Of Wine,Paul Anka,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",54xxVmu4bycyQ7psgJdzrh,135133,FALSE,42
501,A String Of Trumpets,The Trumpeteers,"['gospel singers', 'vintage gospel', 'vocal harmony group']",0gxIYinFFY0AZ9vqHddZhD,110266,FALSE,3
502,A Summer Song,Chad & Jeremy,"['christmas instrumental', 'compositional ambient', 'focus', 'neo-classical', 'new age piano']",5xM7bDmr2KUynKX6OfZufi,160413,FALSE,47
503,A Sunday Kind Of Love,Jan & Dean,"['christmas instrumental']",60NDI5NHrseIRMcP8mp8Yy,137666,FALSE,6
504,A Sweet Woman Like You,Joe Tex,"[]",2ZAziniVKKou2xrgbJOMfp,157400,FALSE,10
505,A Symphony For Susan,The Arbors,"[]",65t1qUTFzrl94IxuDq7oQa,155146,FALSE,13
506,A Taste Of Honey,Tony Bennett,"['adult standards', 'easy listening', 'vocal jazz']",6m6s3MapXf4go7fmDJv3IP,174666,FALSE,16
507,A Tear,Gene McDaniels,"[]",4fY55Qe6xoGJS6LKgyRSqz,129960,FALSE,6
508,A Teenager Feels It Too,Denny Reed,"[]",6V76ONUZMavBZa4jLSZHd8,127800,FALSE,4
509,A Teenager In Love,Dion & The Belmonts,"['canadian pop', 'dance pop']",0QGwOFQChzflLAmPq5NwKo,158253,FALSE,62
510,A Texan And A Girl From Mexico,Anita Bryant,"['deep adult standards']",0MfEsraMRE1knGMyiNnRf4,160960,FALSE,2
511,A Thing Of The Past,The Shirelles,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",7yg0J6AuFKGF78mmy1req3,158173,FALSE,15
512,A Thousand Bad Times,Post Malone,"['dfw rap', 'melodic rap', 'rap']",2J0NXdHr6MYvKDSxB7k3V2,221173,TRUE,80
513,A Thousand Miles,Vanessa Carlton,"['acoustic pop', 'dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']",4w1lzcaoZ1IC2K5TwjalRP,237493,FALSE,77
514,A Thousand Shadows,The Seeds,"['permanent wave']",49wmhN7AAF7acdnDYlN8dj,152226,FALSE,11
515,A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",7hn8Q8WAxFdL4aZ159GI7C,305893,FALSE,65
516,A Thousand Years,Christina Perri,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",6lanRgr6wXibZr8KgzXxBl,285120,FALSE,81
517,A Thousand Years,Sawyer Fredericks,"['folk-pop', 'ny roots']",1xbtFabmTCcxN0gozYj2AZ,169836,FALSE,25
518,A Tribute To A King,William Bell,"['classic soul', 'memphis soul', 'motown', 'soul', 'southern soul']",2Ej7FgxsCf7UjGO2pOvYOO,172626,FALSE,22
519,A Trick Of The Night,Bananarama,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",23uzQCHKEArHACuIZ9598I,248573,FALSE,19
520,A Very Special Love Song,Charlie Rich,"['arkansas country', 'country', 'country rock', 'nashville sound']",3EwfpG9f86Z2cHIZ7N99Ii,166173,FALSE,25
521,A View To A Kill,Duran Duran,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",3O9zeBmAi5JRBMSpIQGx2v,217693,FALSE,55
522,A Walk In The Black Forest,Horst Jankowski,"['german jazz']",3msjvrkCvIzUNJHULcAafN,169680,FALSE,33
523,A Well Respected Man,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",5e3isD5st7PGYzSJuoRSIV,161586,FALSE,56
524,A Whiter Shade Of Pale,Procol Harum,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",78ZqE2tjAxbqEGGlvGnQfT,248946,FALSE,68
525,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,"['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",4tS8xQfyPGc7f4lJ1JP6BX,243493,FALSE,64
526,A Woman Can Change A Man,Joe Tex,"[]",1Ti8nW5kOkv33Swl3DZveQ,164866,FALSE,5
527,A Woman In Love (It's Not Me),Tom Petty And The Heartbreakers,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2OECBjmrt1tupVdg8jcfE1,259773,FALSE,45
528,A Woman Like You,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",3oyMHCAAcnWFdcGuVgwfhd,209786,FALSE,62
529,A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,"['disco']",0DEwNI2DgasX1eprqCivJk,249053,FALSE,46
530,"A Woman A Lover A Friend",Jackie Wilson,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",6sIhdMiTFJfLFVQ73ugQHg,156600,FALSE,31
531,A Woman's Hands,Joe Tex,"[]",5oPno5EuUJ3zFdx2IOyG2u,210213,FALSE,23
532,A Woman's Love,Alan Jackson,"['contemporary country', 'country', 'country road']",09PAfjdMXMoTLwhYffyfIu,253640,FALSE,32
533,A Woman's Love,Carla Thomas,"['classic soul', 'memphis soul', 'motown', 'soul', 'southern soul']",53HP1YlOvzYkImudH6FN6K,174639,FALSE,14
534,A Woman's Worth,Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1NRorokmYEtr1koWybvaE4,303333,FALSE,57
535,A Womans' Way,Rozetta Johnson,"[]",1Sz9tbkM2YIpzqE45ww0vR,214493,FALSE,18
536,A Wonderful Dream,The Majors,"[]",7phNHUv2ElaycVYwGvXD78,124000,FALSE,24
537,A Word In Spanish,Elton John,"['glam rock', 'mellow gold', 'piano rock']",1EsN2D481Q3E8vz68nkNoA,279106,FALSE,33
538,A World Of Our Own,The Seekers,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'traditional folk']",1DVTwlo4nWm41i91rN4xqh,163200,FALSE,43
539,A World Without Heroes,KISS,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",2bCBrhZdfdHnDucyQcyp42,160666,FALSE,32
540,A World Without Love,Bobby Rydell,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",2t8n9fRJQHW7yaUOOw1g17,167506,FALSE,20
541,A World Without Love,Peter And Gordon,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1A0j6qANKHgk7VZ6uvYO06,160880,FALSE,45
542,A World Without Music,Archie Bell & The Drells,"['beach music', 'classic soul', 'disco', 'motown', 'northern soul', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",6cEfNnApZLeaYFUjHgpl4P,137013,FALSE,4
543,A Worried Man,The Kingston Trio,"['american folk revival', 'bubblegum pop', 'folk', 'folk rock', 'traditional folk']",2ypwkRuydYboYjvhduYvWm,207333,FALSE,27
544,A Year Ago Tonight,The Crests,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",4MaG4nWSIrDAtEUnkam31R,145480,FALSE,1
545,A Year Without Rain,Selena Gomez & The Scene,"['dance pop', 'pop', 'post-teen pop']",1r0XfrhdG6bsiS4oe1QM96,234333,FALSE,58
546,A$AP Forever,A$AP Rocky Featuring Moby,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",1YmF9PvLhIISIANoMLIYGq,233061,TRUE,70
547,Aaron's Party (Come Get It),Aaron Carter,"['dance pop', 'post-teen pop']",0osyPhZsaMy7AlYNajBMBq,205373,FALSE,41
548,Abacab,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",10ThhPNj7E31iHGR0jTfeP,418146,FALSE,45
549,Abadabadango,Kim Carnes,"['new wave pop', 'soft rock']",6Xh5kq8X2wd5RIGrC8VFGF,228506,FALSE,16
550,ABC,Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",73o83gUyd4hdmGdYNYcTJp,174000,FALSE,45
551,ABC,Jackson 5,"['adult standards', 'motown', 'soul']",6wDviYDtmSDZ0S6TVMM9Vc,177733,FALSE,65
552,Abigail Beecher,Freddy Cannon,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",6ch6E0na67OZxbafYsHM2p,144360,FALSE,11
553,Abilene,George Hamilton IV,"['traditional country']",5bA26v8eeZrbHJpD4YPKAX,133333,FALSE,47
554,About The Money,T.I. Featuring Young Thug,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1hzJQIkgXwZevaKsc7iA6D,270120,TRUE,61
555,About Us,Brooke Hogan Featuring Paul Wall,"['post-teen pop']",6REZUx5kZ8H8RRnIlKgINi,203346,FALSE,36
556,About You Now,Miranda Cosgrove,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",3oRMeMMJ1xUhBBpy2iGE2g,190560,FALSE,45
557,About You,Trey Songz,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",2ssYQKMqVUkoQgi02PmDPB,196899,TRUE,57
558,Abracadabra,The Steve Miller Band,"[]",2UoiDuPSArZ1dz81koCc4l,306856,TRUE,0
559,"Abraham Martin And John",Dion,"['canadian pop', 'dance pop']",08oRPVeAXWNnRZUzNJpYsv,200400,FALSE,46
560,"Abraham Martin And John",Smokey Robinson & The Miracles,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",7x5vC0sqmXpmTrgnuDMXmc,180066,FALSE,10
561,Absence Of The Heart,Deana Carter,"['contemporary country', 'country', 'country dawn']",7wLHPeD2BAtsibEcV9XYL8,210733,FALSE,18
562,Absolute Beginners,David Bowie,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",1F6WOrW9vtrE5v1XWl08k4,337666,FALSE,46
563,Absolutely (Story Of A Girl),Nine Days,"['neo mellow', 'pop rock', 'post-grunge']",3mNecsYFb6LQg7822DPXCP,189333,FALSE,66
564,Absolutely Right,Five Man Electrical Band,"['canadian psychedelic', 'classic canadian rock']",4LjJIibyUazknsZNZWHOgy,138200,FALSE,29
565,Absolute,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",6sSDEFMeyf16WRDLRCXwTc,227080,FALSE,44
566,Acapella,Karmin,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",6RjW45KHJ6kgI2xQ1aFa52,198906,FALSE,64
567,Accidental Racist,Brad Paisley Featuring LL Cool J,"['contemporary country', 'country', 'country road']",23q6Nowh5GeqtY5jTDzKyQ,351173,FALSE,30
568,Accidentally In Love,Counting Crows,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",4ccM2xBxicGigjLqt6A0YY,188613,FALSE,59
569,According To You,Orianthi,"['candy pop']",72phhQtfwZcRweweRxxkmU,200346,FALSE,56
570,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,"[]",37FK7UA8BqmCllCfFabkLE,152221,FALSE,24
571,Achy Breaky Heart,Billy Ray Cyrus,"['country', 'country road']",2EoIt9vdgFRNW03u5IvFsQ,203373,FALSE,66
572,Acquainted,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",7uJH0YdSZL6psjxI6Xy08b,348853,TRUE,73
573,Across 110th Street,Bobby Womack & Peace,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",2zyTP97uGsIc1C4KNNEkyn,230506,FALSE,61
574,Across The Miles,Survivor,"['album rock', 'hard rock', 'rock', 'soft rock']",5XfIOUX34DGMJlZzPv9zHB,351533,FALSE,22
575,Across The River,Bruce Hornsby & The Range,"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'soft rock']",72vw18TcgD8jmJvBr9qaVZ,309720,FALSE,24
576,Across The Universe,Various Artists,"['ethiopian pop']",4lxreqqyX8FBYgwClz3TRa,343493,FALSE,2
577,Act A Fool,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",28mv40MzspRZn0PBcO2itT,270733,TRUE,64
578,Act Naturally,The Beatles,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",0IxxqsYBcCHEQ1HqLYJnwx,150373,FALSE,50
579,Act Right,Yo Gotti Featuring Jeezy & YG,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7yz6wjkAV0ZByLrlcrMkAx,250773,TRUE,52
580,Act Up,City Girls,"['pop', 'pop rap', 'trap queen']",3A2yGHWIzmGEIolwonU69h,158332,TRUE,79
581,Act Up,City Girls,"['pop', 'pop rap', 'trap queen']",3A2yGHWIzmGEIolwonU69h,158332,TRUE,80
582,Action Speaks Louder Than Words,Chocolate Milk,"['funk', 'new orleans funk', 'post-disco']",2vMMyG4iw5OppGOh23kXIe,211186,FALSE,28
583,Action,"Evelyn ""Champagne"" King","['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",3gJ1OC8hwp1A4SyAXaNLtr,350986,FALSE,15
584,Action,Freddy Cannon,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",3wn2aA8h5yl39BxhynNP70,130853,FALSE,16
585,Action,Sweet,"[]",2rkwEerYv5dhmu3WONhJqo,200360,FALSE,25
586,Action,Terror Fabulous Featuring Nadine Sutherland,"['dancehall', 'deep ragga', 'lovers rock', 'old school dancehall']",42F0eI7tFI8Xez4iqXObBt,201746,FALSE,51
587,Adam And Eve,Paul Anka,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",4YmJXCXCkLorPkYiSPFUN3,131293,FALSE,34
588,Add Some Music To Your Day,The Beach Boys,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",5fmSii6QOiD1LPvfapnQHK,215893,FALSE,28
589,Adderall (Corvette Corvette),Popp Hunna,"['philly rap', 'viral rap']",2Y3USTCETS4xbjJOzT1Icm,176382,TRUE,70
590,Addicted To Love,Robert Palmer,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",5izGeTxueiFX1UPFGohY9w,363640,FALSE,68
591,Addicted,Saving Abel,"['alternative metal', 'nu metal', 'post-grunge']",3pxCXv0NACYfYnLjFcQW5D,222826,TRUE,68
592,Addicted,Simple Plan,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk', 'post-grunge']",1B8MHa0NveCF1ViBEOZWO5,232066,FALSE,65
593,Adia,Sarah McLachlan,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock']",0rl84FuazRHYmK72krdmA1,244666,FALSE,57
594,Adicto,"Tainy Anuel AA & Ozuna","['pop reggaeton']",3jbT1Y5MoPwEIpZndDDwVq,270740,FALSE,91
595,Adios Amigo,Jim Reeves,"['adult standards', 'nashville sound', 'rock-and-roll']",6J1HWy2pduS8uK2t6Xs0q2,151173,FALSE,42
596,Adore You,Harry Styles,"['dance pop', 'pop', 'post-teen pop']",1M4qEo4HE3PRaCOM7EXNJq,207133,FALSE,91
597,Adore You,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",5AnCLGg35ziFOloEnXK4uu,278746,FALSE,72
598,Adore,Cashmere Cat Featuring Ariana Grande,"['downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",34HwOOG2tTiz6tAN9h83YT,216000,FALSE,59
599,Adorn,Miguel,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",25cUhiAod71TIQSNicOaW3,193146,FALSE,67
600,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'tropical']",2eqDUxbd0JPEhNrJdPlHLs,235546,FALSE,65
601,Adrienne,Tommy James,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'soft rock']",6RO88wRonG2HXjcuXsWY1x,161266,FALSE,13
602,Adult Education,Daryl Hall John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3sIsG7vDZr17BVimMeZZQS,323613,FALSE,49
603,Adventure Of A Lifetime,Coldplay,"['permanent wave', 'pop']",69uxyAqqPIsUyTO8txoP2M,263786,FALSE,75
604,Advice For The Young At Heart,Tears For Fears,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",3BjD16l0CBQxUvcRI7vLWN,290640,FALSE,58
605,Aerials,System Of A Down,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",4e9eGQYsOiBcftrWXwsVco,235053,FALSE,75
606,Affair Of The Heart,Rick Springfield,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",6sQhzyoKVtjB1xohOJRt06,226760,FALSE,32
607,Afire Love,Ed Sheeran,"['pop', 'uk pop']",12B0Twa9kRz45Xw2PgXHJm,314280,FALSE,64
608,Afraid To Sleep,Vicci Martinez,"['deep talent show']",06Km3ZJ7x5Bbw6BzwvKNgq,200773,FALSE,10
609,Africa,Toto,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2374M0fQpWi3dLnB54qaLX,295893,FALSE,84
610,Africa,Weezer,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",3ZPKocroJIcnHGcnJVlLKD,238626,FALSE,66
611,Afrikaan Beat,Bert Kaempfert And His Orchestra,"[]",6VCeTm0H5ShF688xcrksaX,146106,FALSE,17
612,Afro Puffs,The Lady Of Rage,"['g funk', 'gangster rap']",287tdUcso07UAu5jxXB2BQ,288333,TRUE,50
613,"After 12 Before 6",Sam Salter,"['new jack swing', 'r&b']",4Sv6Wz0s7RGTVWvLUy0MC2,267160,FALSE,28
614,After A Few,Travis Denning,"['contemporary country', 'country pop']",1z6wl2rwKatfmza6usanWw,213493,FALSE,65
615,"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,"['dance pop', 'hollywood', 'new wave pop', 'pop']",0ACu78PvVsOFYIKgRkKbGZ,244360,FALSE,63
616,After All This Time,Merry Clayton,"['classic soul']",202Rv6z4W2aE0rxYwUfCq9,190346,FALSE,17
617,After All,Al Jarreau,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock']",5g5EdgkfKVUceOTJtm0Kel,259533,FALSE,52
618,After Dark,Drake Featuring Static Major & Ty Dolla $ign,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3mvYQKm8h6M5K5h0nVPY9S,289560,TRUE,66
619,After Hours,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",2p8IUWQDrpjuFltbdgLOag,361026,FALSE,77
620,After Midnight,Blink-182,"['pop punk', 'punk', 'socal pop punk']",27H8WsrkD5catdc3a2fCLV,206866,FALSE,54
621,After Midnight,Eric Clapton,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",27mdmXNcO0gNpXlrWi9DPZ,171013,FALSE,42
622,After Midnight,J.J. Cale,"['blues', 'blues rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",1PC5GV3OaoXx5em8ttQOMI,143693,FALSE,63
623,After Midnight,Maggie Bell,"[]",1pMrYHgGrE9BjBWKpKKeQq,158160,FALSE,12
624,After Party,Don Toliver,"['rap', 'trap']",527k23H0A4Q0UJN3vGs0Da,167915,TRUE,82
625,After Party,Koffee Brown,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']",5cvMzT7kEvcxcdtcJz1vQY,214560,TRUE,53
626,After The Dance,Marvin Gaye,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",0m6i2lZNgIV4OOyEkFlKFz,279760,FALSE,43
627,After The Fall,Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0PEnPV6UkHvvydYjXDqkNM,300960,FALSE,44
628,After The Fire Is Gone,Conway Twitty & Loretta Lynn,"['arkansas country', 'country', 'country rock']",20DVVHFczaYBWhJ8utqmHb,157293,FALSE,36
629,After The Fire,Roger Daltrey,"['album rock']",5WegjOIvnpNoX6uHtc8zyl,276066,FALSE,26
630,After The Glitter Fades,Stevie Nicks,"['album rock', 'heartland rock', 'mellow gold', 'rock']",5VwqMbGWS17d7niP4Hs5GW,210466,FALSE,39
